[Retainability,HOSR,RSRP,RSRQ,SINR,Throughput,Distance,FaultCause]
0.989,0.96,-70.89,-18.639,15.671,113.048,0.863,7
0.988,0.966,-71.714,-18.658,15.16,108.481,0.907,7
1,1,-71.075,-17.974,15.313,147.988,0.882,7
0.994,0.975,-71.653,-18.376,15.488,124.034,0.863,7
1,1,-69.753,-18.155,15.085,113.009,0.863,7
0.994,0.977,-70.618,-18.342,14.929,113.928,0.859,7
1,1,-71.734,-18.657,13.396,108.874,0.895,7
0.994,0.969,-72.888,-18.262,14.33,124.034,0.863,7
0.989,0.967,-71.126,-18.291,15.185,113.928,0.879,7
1,1,-71.315,-18.567,15.487,128.499,0.896,7
0.994,0.978,-71.567,-18.424,14.41,121.074,0.922,7
0.994,0.971,-71.52,-18.326,14.387,113.501,0.842,7
0.994,0.976,-71.227,-18.428,15.63,117.751,0.89,7
0.984,0.929,-71.019,-18.389,14.246,113.586,0.883,7
0.984,0.921,-70.478,-18.162,15.332,137.754,0.879,7
0.988,0.958,-71.357,-18.171,15.979,110.041,0.89,7
1,1,-70.744,-18.169,15.642,108.874,0.858,7
0.994,0.973,-69.906,-18.17,16.073,110.95,0.853,7
0.994,0.979,-72.149,-18.524,15.29,122.892,0.895,7
0.988,0.958,-70.224,-18.254,16.394,118.862,0.866,7
0.989,0.95,-72.323,-18.258,14.924,118.402,0.869,7
1,1,-72.205,-18.101,15.283,116.224,0.846,7
0.989,0.964,-71.072,-18.665,14.475,99.128,0.867,7
0.979,0.902,-71.775,-18.031,15.338,113.586,0.863,7
0.995,0.981,-71.366,-18.637,14.15,90.888,0.881,7
0.994,0.979,-71.306,-18.408,14.295,113.398,0.873,7
0.995,0.979,-71.173,-18.151,15.297,108.874,0.889,7
0.989,0.96,-71.674,-18.606,14.887,99.128,0.876,7
0.994,0.978,-70.738,-17.966,15.94,117.751,0.887,7
0.973,0.865,-71.493,-18.305,15.753,138.734,0.881,7
1,1,-69.948,-18.205,14.867,135.377,0.876,7
1,1,-69.662,-18.051,15.482,138.596,0.9,7
0.994,0.973,-69.43,-17.962,15.635,167.741,0.878,7
1,1,-69.208,-17.745,15.207,118.981,0.873,7
1,1,-70.008,-18.31,13.881,124.034,0.896,7
1,1,-71.584,-17.933,14.37,133.35,0.886,7
0.994,0.964,-71.099,-18.094,14.304,136.011,0.886,7
1,1,-71.918,-18.147,14.393,116.108,0.924,7
0.994,1,-68.293,-17.924,15.73,121.278,0.879,7
1,1,-70.119,-18.096,14.739,103.821,0.906,7
1,1,-70.594,-18.348,15.052,121.156,0.9,7
1,1,-70.851,-18.1,14.468,153.434,0.915,7
0.982,0.945,-73.958,-18.522,13.887,108.874,0.925,7
0.995,0.976,-69.941,-18.397,15.454,134.141,0.896,7
0.994,0.967,-71.047,-17.557,15.901,136.666,0.845,7
0.995,0.973,-69.969,-17.69,15.175,126.662,0.898,7
0.995,0.978,-70.538,-18.447,14.512,115.142,0.88,7
0.995,0.976,-69.434,-17.979,15.153,113.928,0.873,7
1,1,-71.547,-18.038,13.683,124.034,0.877,7
1,1,-69.636,-17.625,15.119,123.91,0.862,7
0.995,0.979,-68.119,-18.12,16.101,119.997,0.916,7
0.994,0.983,-70.548,-18.156,15.361,121.156,0.896,7
0.99,0.941,-71.862,-17.995,14.099,123.789,0.886,7
0.989,0.96,-69.249,-17.992,14.567,113.814,0.837,7
1,1,-70.988,-17.723,14.979,128.242,0.9,7
1,1,-68.654,-17.825,14.971,121.278,0.896,7
1,1,-69.49,-17.85,14.587,113.757,0.85,7
0.99,0.952,-70.044,-18.2,14.458,115.241,0.896,7
1,1,-72.863,-18.111,14.791,123.662,0.909,7
0.988,0.946,-70.781,-18.034,15.166,124.034,0.883,7
0.994,0.98,-71.267,-18.303,14.318,130.368,0.911,7
0.983,0.942,-71.293,-18.105,13.777,123.203,0.907,7
0.995,0.979,-69.614,-18.218,15.039,113.387,0.898,7
1,1,-69.009,-18.451,13.861,108.547,0.904,7
0.994,0.971,-70.394,-17.78,14.004,118.862,0.897,7
1,1,-71.067,-18.105,14.42,109.429,0.888,7
1,1,-70.803,-18.285,14.138,123.142,0.888,7
0.984,0.938,-68.301,-18.181,15.707,98.93,0.891,7
0.988,0.958,-70.28,-18.099,14.645,123.662,0.909,7
0.988,0.95,-69.499,-18.131,14.181,129.976,0.895,7
0.995,0.976,-70.613,-17.836,14.822,113.387,0.882,7
0.995,0.974,-69.682,-18.206,14.378,118.862,0.897,7
0.994,0.982,-71.676,-18.059,13.676,113.387,0.932,7
0.988,0.956,-72.267,-18.153,13.685,118.521,0.907,7
0.98,0.939,-71.793,-17.988,14.884,143.644,0.933,7
1,1,-69.923,-18.223,14.611,133.254,0.915,7
1,1,-73.331,-18.224,13.664,118.521,0.938,7
0.995,0.978,-69.937,-17.856,15.677,124.034,0.917,7
1,1,-69.614,-17.921,15.895,133.491,0.893,7
0.99,0.96,-72.387,-18.14,14.3,117.751,0.931,7
0.988,0.963,-71.069,-18.269,15.531,128.309,0.954,7
0.987,0.957,-70.487,-17.895,14.936,123.91,0.909,7
0.994,0.981,-71.426,-18.087,14.788,115.875,0.924,7
0.994,0.979,-70.33,-18.1,15.011,128.242,0.924,7
0.989,0.969,-69.279,-17.994,15.527,107.395,0.935,7
1,1,-71.725,-17.69,14.426,112.557,0.848,7
1,1,-71.632,-17.81,15.141,135.978,0.916,7
0.994,0.982,-69.221,-18.215,15.699,132.433,0.924,7
1,1,-72.28,-17.992,15.075,99.228,0.909,7
0.988,0.96,-71.171,-18.027,14.926,121.156,0.922,7
0.994,0.975,-69.651,-17.991,16.1,150.946,0.923,7
0.995,0.98,-72.195,-18.026,13.411,98.668,0.927,7
0.977,0.933,-71.195,-18.14,15.43,121.278,0.898,7
0.988,0.955,-71.084,-18.082,14.337,128.412,0.918,7
0.988,0.957,-68.156,-18.029,15.728,124.034,0.875,7
0.995,0.979,-72.37,-17.932,13.915,118.521,0.909,7
0.988,0.947,-72.537,-17.705,14.294,128.113,0.916,7
1,1,-72.016,-18.204,13.911,128.628,0.921,7
0.995,0.981,-72.516,-17.953,14.039,110.22,0.955,7
0.985,0.946,-68.423,-18.109,15.734,116.05,0.916,7
0.989,0.959,-70.385,-18.382,15.189,116.224,0.875,7
0.988,0.962,-70.284,-17.868,15.785,153.284,0.883,7
0.994,0.979,-71.236,-18.038,13.885,105.101,0.901,7
0.977,0.922,-71.409,-18.009,14.693,118.195,0.938,7
0.987,0.969,-71.415,-18.238,13.713,117.869,0.938,7
0.983,0.947,-73.07,-18.438,14.556,108.874,0.911,7
0.989,0.957,-69.502,-17.857,15.39,115.875,0.898,7
0.964,0.885,-73.332,-18.117,13.898,113.16,0.911,7
1,1,-70.167,-17.809,15.245,128.762,0.905,7
0.985,0.95,-69.446,-18.022,15.877,111.204,0.948,7
0.989,0.965,-71.74,-17.925,15.303,118.981,0.927,7
0.979,0.923,-70.049,-18.051,14.606,129.16,0.923,7
0.976,0.927,-69.808,-18.157,15.433,118.981,0.923,7
0.994,0.985,-70.886,-18.152,13.69,100.968,0.915,7
1,1,-71.606,-18.229,15.067,113.847,0.888,7
0.994,0.981,-70.702,-18.222,14.928,118.402,0.902,7
0.978,0.941,-70.34,-18.349,15.808,128.242,0.878,7
1,1,-72.067,-18.44,14.159,112.593,0.839,7
1,1,-72.149,-18.259,14.541,113.928,0.864,7
1,1,-70.764,-18.245,14.644,116.224,0.878,7
0.994,0.979,-70.526,-17.969,15.653,124.034,0.891,7
0.994,0.974,-70.511,-18.264,15.49,128.242,0.869,7
0.994,0.971,-76.02,-18.502,14.127,118.981,0.828,7
0.995,0.979,-69.34,-18.042,15.16,113.501,0.854,7
1,1,-70.258,-18.431,14.274,110.076,0.916,7
0.993,0.982,-71.81,-18.469,14.667,123.574,0.873,7
0.993,1,-71.285,-18.109,15.512,113.501,0.89,7
0.982,0.94,-71.73,-18.152,14.76,120.359,0.919,7
1,1,-71.217,-18.298,15.553,121.278,0.908,7
1,1,-70.738,-18.211,14.989,123.91,0.875,7
1,1,-70.719,-18.427,14.702,118.981,0.875,7
1,1,-70.249,-18.314,15.835,123.662,0.86,7
0.989,0.955,-71.546,-18.071,15.327,128.435,0.882,7
0.995,0.98,-71.096,-18.357,14.418,123.662,0.841,7
0.98,0.947,-69.963,-18.489,15.069,126.297,0.878,7
0.987,0.976,-71.377,-18.204,14.926,123.662,0.859,7
0.989,0.958,-72.229,-18.056,14.49,113.619,0.852,7
1,1,-74.404,-17.827,13.602,98.831,0.858,7
0.987,0.967,-71.505,-18.329,13.43,133.28,0.905,7
1,1,-70.734,-17.986,15.219,123.91,0.825,7
0.984,0.938,-71.628,-18.145,15.583,128.499,0.862,7
1,1,-74.46,-17.795,14.897,114.47,0.838,7
0.994,0.976,-70.469,-17.992,15.506,121.426,0.887,7
0.994,0.98,-70.598,-18.553,14.423,130.368,0.903,7
0.994,0.977,-71.448,-18.191,13.867,110.871,0.867,7
1,1,-70.789,-18.106,15.223,96.471,0.885,7
0.985,0.932,-71.23,-18.072,15.551,129.375,0.887,7
0.994,0.983,-70.646,-18.382,14.602,113.814,0.848,7
1,1,-72.953,-18.004,14.029,99.128,0.859,7
0.995,0.978,-71.122,-18.195,15.289,118.981,0.849,7
1,1,-69.885,-18.107,15.666,133.547,0.88,7
0.995,0.978,-70.652,-18.367,13.792,118.981,0.839,7
0.99,0.958,-70.074,-18.1,14.102,104.74,0.838,7
0.991,0.958,-71.809,-18.188,15.073,113.928,0.882,7
0.995,0.979,-71.551,-18.028,15.13,108.874,0.822,7
1,1,-70.936,-18.184,13.976,113.928,0.861,7
0.995,0.984,-72.435,-18.344,14.891,121.156,0.922,7
0.987,0.962,-70.104,-18.371,15.704,143.951,0.903,7
0.995,0.978,-70.816,-18.147,15.29,136.436,0.877,7
1,1,-71.31,-18.198,15.841,140.857,0.885,7
1,1,-72.938,-17.773,14.506,134.961,0.901,7
0.994,0.982,-69.737,-18.05,15.278,122.59,0.863,7
0.988,0.959,-71.083,-18.133,14.406,148.841,0.92,7
0.987,0.963,-73.375,-18.076,13.143,117.51,0.907,7
1,1,-72.919,-18.159,14.911,133.715,0.877,7
1,1,-74.562,-18.417,14.061,113.586,0.907,7
0.989,0.956,-76.129,-18.001,13.904,123.046,0.888,7
1,1,-71.745,-18.187,13.719,118.01,0.898,7
0.995,0.979,-71.989,-18.038,15.433,123.538,0.893,7
0.982,0.943,-74.597,-18.03,14.099,120.792,0.842,7
1,1,-73.349,-17.999,14.528,112.896,0.879,7
0.994,0.98,-70.527,-17.78,15.953,115.231,0.883,7
1,1,-73.792,-18.444,14.44,127.844,0.919,7
0.994,0.98,-69.414,-18.178,14.554,115.599,0.904,7
0.994,0.981,-69.996,-18.087,14.736,116.568,0.864,7
0.987,0.968,-71.078,-18.449,15.007,119.834,0.928,7
0.985,0.943,-72.971,-18.126,14.827,123.662,0.917,7
0.982,0.935,-72.407,-18.585,14.221,128.628,0.898,7
0.974,0.9,-70.122,-18.239,16.077,118.981,0.927,7
0.983,0.949,-71.991,-18.343,14.219,101.225,0.909,7
1,1,-74.133,-18.396,15.476,118.851,0.915,7
0.994,0.983,-72.575,-18.108,14.39,108.547,0.908,7
0.989,0.964,-73.319,-17.947,15.048,116.224,0.913,7
1,1,-74.432,-18.392,14.247,112.336,0.915,7
0.988,0.967,-72.737,-18.303,15.405,138.768,0.891,7
1,1,-73.152,-18.183,15.774,100.409,0.907,7
0.985,0.953,-72.928,-17.993,14.692,118.981,0.909,7
0.985,0.955,-73.211,-18.149,14.78,103.358,0.91,7
0.989,0.962,-72.15,-17.861,14.625,113.586,0.904,7
0.995,0.984,-69.222,-18.181,15.596,116.108,0.909,7
0.988,0.968,-72.635,-17.825,14.433,118.521,0.918,7
0.962,0.9,-71.905,-18.404,14.757,108.799,0.924,7
1,1,-73.946,-18.094,13.944,118.981,0.891,7
0.99,0.969,-71.994,-18.016,14.379,98.668,0.889,7
1,1,-75.316,-18.413,14.061,118.402,0.924,7
0.974,0.925,-73.233,-18.202,14.551,113.814,0.954,7
0.969,0.919,-72.646,-18.448,14.096,98.668,0.956,7
0.994,0.985,-70.118,-18.313,14.508,98.767,0.906,7
0.993,0.978,-70.004,-18.286,13.177,118.981,0.976,7
1,1,-70.785,-17.583,14.051,149.036,0.882,7
0.995,0.98,-73.217,-18.151,13.842,99.128,0.875,7
0.987,0.946,-70.69,-17.897,14.208,128.628,0.839,7
0.985,0.962,-67.214,-18.321,15.491,142.825,0.925,7
1,1,-72.971,-18.281,14.35,125.908,0.914,7
0.987,0.956,-71.613,-18.308,14.858,132.47,0.878,7
0.972,0.93,-71.808,-18.356,14.272,108.765,0.953,7
1,1,-73.697,-18.024,13.174,99.228,0.901,7
0.988,0.962,-71.763,-18.32,12.833,113.501,0.929,7
0.995,0.982,-75.103,-18.683,12.597,96.471,0.924,7
0.988,0.953,-69.376,-18.148,14.936,148.841,0.947,7
0.994,0.975,-72.226,-17.605,14.494,124.034,0.852,7
1,1,-68.624,-17.727,14.539,125.812,0.83,7
0.995,0.984,-71.136,-18.397,14.13,103.135,0.921,7
0.99,0.966,-73.787,-17.779,13.571,99.228,0.871,7
0.993,0.983,-71.516,-18.196,13.392,107.334,0.866,7
0.994,0.979,-74.381,-18.21,13.859,128.106,0.903,7
0.987,0.963,-71.428,-18.402,15.184,118.981,0.92,7
0.994,0.98,-68.507,-18.02,13.396,112.896,0.908,7
0.979,0.948,-70.704,-18.004,14.301,128.275,0.902,7
0.995,0.978,-69.973,-17.873,13.872,113.928,0.939,7
0.963,0.889,-73.049,-18.289,12.28,113.009,0.929,7
0.99,0.946,-72.063,-17.817,14.003,118.862,0.87,7
1,1,-71.862,-17.962,14.122,105.456,0.891,7
0.993,0.98,-69.498,-18.134,15.569,123.377,0.926,7
0.994,0.977,-69.487,-18.04,13.406,117.515,0.862,7
0.988,0.964,-71.656,-17.955,14.336,127.598,0.951,7
1,1,-70.038,-17.932,13.951,100.766,0.876,7
0.983,0.95,-68.37,-18.011,15.245,118.981,0.918,7
1,1,-72.355,-18.068,13.974,113.047,0.904,7
0.973,0.902,-69.899,-17.954,14.759,123.91,0.919,7
0.989,0.955,-73.86,-18.108,13.745,118.343,0.938,7
0.982,0.944,-71.023,-18.104,14.731,118.862,0.918,7
0.995,0.98,-76,-18.147,11.977,108.481,0.906,7
0.985,0.939,-72.516,-18.246,15.406,128.242,0.875,7
0.995,0.981,-68.292,-18.039,15.733,109.334,0.923,7
0.994,0.98,-69.398,-18.056,13.545,108.874,0.96,7
0.989,0.967,-68.861,-17.86,15.629,118.981,0.913,7
0.97,0.9,-72.141,-18.232,13.555,100.966,0.904,7
0.971,0.911,-71.202,-17.902,13.954,109.498,0.914,7
0.979,0.93,-72.23,-18.21,14.67,99.228,0.885,7
1,1,-71.498,-17.901,15.766,123.701,0.943,7
1,1,-71.965,-18.147,14.536,103.135,0.899,7
0.995,0.974,-73.199,-18.078,13.725,103.461,0.915,7
0.994,0.982,-70.915,-18.342,15.652,113.961,0.935,7
0.995,0.974,-71.691,-18.09,14.75,118.077,0.876,7
1,1,-71.218,-17.863,14.435,96.374,0.92,7
1,1,-72.111,-18.047,14.638,104.637,0.943,7
1,1,-72.541,-18.12,13.402,88.402,0.932,7
1,1,-72.57,-18.06,14.882,103.135,0.922,7
0.985,0.933,-71.973,-18.044,14.515,103.057,0.915,7
0.994,0.984,-70.227,-18.174,14.723,98.668,0.944,7
0.995,0.98,-71.652,-18,13.917,89.121,0.944,7
0.994,0.98,-72.422,-18.056,13.943,98.93,0.901,7
1,1,-70.328,-18.259,14.63,98.767,0.946,7
0.994,0.978,-68.379,-18.104,15.535,123.864,0.952,7
0.994,0.98,-72.96,-18.236,14.239,112.699,0.944,7
0.988,0.966,-71.428,-18.184,14.897,98.767,0.894,7
0.995,0.977,-70.65,-17.502,15.604,113.928,0.857,7
0.995,0.98,-72.922,-17.866,14.256,99.128,0.901,7
0.985,0.943,-70.362,-18.295,14.83,103.032,0.905,7
1,1,-71.319,-18.292,14.473,99.981,0.937,7
1,1,-72.548,-18.126,14.354,94.735,0.944,7
0.99,0.973,-70.086,-18.158,14.875,96.181,0.942,7
0.989,0.96,-70.526,-18.046,15.566,105.545,0.917,7
1,1,-72.676,-18.003,14.048,108.581,0.935,7
0.99,0.957,-69.64,-17.787,15.292,101.326,0.887,7
0.985,0.933,-71.798,-18.116,14.497,99.128,0.925,7
0.995,0.984,-71.908,-18.301,13.466,93.654,0.979,7
1,1,-72.451,-18.016,14.469,94.033,0.919,7
0.991,0.949,-69.876,-17.834,16.116,128.628,0.908,7
1,1,-72.906,-17.883,14.756,96.471,0.923,7
0.995,0.974,-72.315,-17.935,14.273,103.888,0.901,7
0.986,0.95,-70.455,-18.14,14.683,99.228,0.913,7
0.989,0.962,-70.165,-18.095,15.383,109.334,0.905,7
1,1,-71.672,-18.212,13.75,98.702,0.946,7
0.995,0.978,-71.678,-18.037,15.026,104.281,0.913,7
0.99,0.967,-72.197,-18.166,13.609,94.748,0.925,7
0.974,0.906,-72.828,-17.948,14.87,110.871,0.919,7
0.984,0.951,-72.749,-18.184,14.486,94.174,0.98,7
0.989,0.967,-71.503,-18.314,14.221,93.421,0.934,7
0.986,0.946,-72.004,-18.044,13.253,94.174,0.899,7
0.991,0.964,-72.035,-17.903,14.879,98.062,0.932,7
1,1,-77.003,-18.214,13.08,106.541,0.912,7
0.982,0.945,-71.671,-18.197,14.685,113.814,0.881,7
0.994,0.98,-69.794,-18.104,16.326,119.922,0.911,7
0.989,0.963,-73.651,-18.53,14.639,108.799,0.894,7
0.988,0.964,-70.979,-18.479,15.321,113.16,0.887,7
0.988,0.968,-69.77,-18.525,16.081,108.547,0.871,7
0.995,0.98,-74.203,-18.097,13.444,113.961,0.887,7
0.988,0.966,-70.123,-18.197,15.866,108.156,0.88,7
0.994,0.978,-68.715,-18.053,14.841,113.472,0.885,7
0.983,0.953,-72.193,-18.299,14.165,101,0.886,7
0.995,0.979,-70.221,-18.23,14.306,98.93,0.875,7
1,1,-70.329,-18.168,14.949,118.521,0.901,7
1,1,-71.959,-18.121,15.643,113.928,0.887,7
0.995,0.984,-72.669,-18.318,15.578,98.668,0.89,7
0.978,0.925,-69.328,-18.2,15.316,118.981,0.891,7
1,1,-73.931,-18.274,14.475,118.402,0.885,7
1,1,-71.888,-18.209,14.277,118.521,0.871,7
1,1,-74.358,-18.137,13.04,94.174,0.889,7
1,1,-69.997,-18.107,14.935,103.559,0.876,7
0.978,0.949,-71.898,-18.136,14.18,124.078,0.902,7
0.994,0.983,-70.892,-18.256,13.565,112.625,0.883,7
1,1,-68.248,-17.963,16.017,126.79,0.909,7
0.976,0.927,-69.851,-17.766,16.247,123.215,0.889,7
0.995,0.981,-69.734,-18.169,15.959,118.521,0.906,7
1,1,-69.845,-18.153,15.217,128.829,0.911,7
0.995,0.978,-75.8,-18.172,14.363,96.471,0.893,7
0.982,0.944,-75.459,-18.196,13.959,118.521,0.882,7
0.994,0.975,-70.139,-17.778,13.961,99.228,0.871,7
0.995,0.98,-72.231,-18.089,15.472,99.228,0.896,7
0.979,0.915,-69.461,-17.851,16.113,138.352,0.872,7
0.994,0.98,-71.719,-18.01,14.589,121.278,0.883,7
0.989,0.956,-76.598,-17.848,13.51,109.334,0.869,7
0.978,0.938,-73.108,-18.414,14.637,99.228,0.901,7
0.988,0.964,-71.82,-18.277,14.592,108.816,0.908,7
0.983,0.942,-71.305,-18.084,14.399,105.24,0.876,7
1,1,-75.162,-18.32,14.628,118.513,0.914,7
1,1,-73.121,-18.071,14.165,99.228,0.894,7
0.984,0.954,-69.893,-18.433,14.982,96.374,0.887,7
0.995,0.98,-70.24,-18.147,14.076,97.364,0.893,7
0.985,0.958,-70.011,-18.16,14.717,105.101,0.903,7
0.984,0.941,-69.327,-17.787,14.313,113.847,0.872,7
0.995,0.978,-69.586,-18.082,15.655,128.113,0.918,7
0.995,0.979,-69.163,-18.312,15.213,103.461,0.879,7
1,1,-71.053,-17.984,16.216,124.034,0.84,7
1,1,-71.589,-18.18,13.739,103.888,0.914,7
1,1,-72.529,-18.458,13.213,100.764,0.872,7
0.989,0.951,-70.441,-18.312,14.519,118.503,0.907,7
0.976,0.895,-71.371,-18.461,16.857,133.254,0.904,7
1,1,-74.663,-18.492,12.067,93.781,0.91,7
0.97,0.878,-74.077,-18.77,11.853,103.032,0.885,7
0.995,0.976,-73.05,-18.205,14.486,118.402,0.915,7
1,1,-70.748,-18.56,15.442,103.784,0.889,7
0.98,0.917,-70.643,-18.308,15.14,113.175,0.938,7
0.982,0.938,-71.456,-18.552,16.167,124.034,0.859,7
0.99,0.967,-69.77,-18.353,15.665,99.228,0.885,7
0.994,0.982,-73.459,-18.472,13.913,112.812,0.914,7
0.986,0.953,-72.078,-18.252,15.055,123.91,0.906,7
0.989,0.956,-72.214,-18.382,14.592,118.981,0.899,7
1,1,-72.579,-18.309,14.513,103.888,0.914,7
0.995,0.974,-70.57,-18.188,16.332,121.278,0.859,7
0.994,0.98,-71.889,-18.24,14.718,121.278,0.889,7
0.98,0.907,-69.879,-18.048,14.608,113.814,0.899,7
0.977,0.93,-69.726,-18.721,14.065,96.471,0.89,7
1,1,-70.322,-18.368,15.163,103.461,0.91,7
0.994,0.972,-69.227,-18.001,15.973,113.501,0.884,7
0.994,0.978,-71.697,-18.698,14.517,108.765,0.888,7
0.978,0.94,-70.539,-18.477,14.535,88.728,0.885,7
0.981,0.932,-70.469,-18.622,15.296,98.767,0.899,7
0.994,0.97,-70.156,-18.056,14.351,128.499,0.886,7
0.994,0.979,-72.078,-18.402,14.683,113.928,0.84,7
0.995,0.982,-73.116,-18.333,14.428,113.016,0.901,7
1,1,-72.747,-18.155,14.28,103.062,0.89,7
1,1,-71.347,-18.573,14.306,108.156,0.914,7
1,1,-69.381,-18.186,15.786,128.499,0.89,7
1,1,-68.985,-18.394,16.152,108.908,0.87,7
0.99,0.952,-69.363,-18.32,16.047,106.471,0.872,7
0.995,0.981,-71.203,-18.215,13.896,96.471,0.882,7
0.989,0.962,-70.854,-18.553,13.632,108.941,0.924,7
0.994,0.98,-71.046,-18.299,13.572,118.402,0.883,7
0.99,0.964,-71.453,-18.081,14.491,96.471,0.874,7
1,1,-69.964,-18.384,14.153,117.869,0.884,7
0.99,0.955,-70.085,-17.968,15.036,99.228,0.871,7
0.99,0.949,-73.126,-18.39,14.569,111.204,0.828,7
0.995,0.979,-69.832,-18.733,15.164,100.204,0.882,7
0.98,0.936,-72.719,-18.491,14.6,133.468,0.917,7
1,1,-73.133,-17.984,14.731,148.618,0.882,7
1,1,-73.082,-17.85,14.711,113.928,0.857,7
0.995,0.981,-74.102,-18.087,15.386,118.165,0.865,7
1,1,-71.519,-17.71,14.437,123.91,0.873,7
0.994,0.98,-74.153,-18.021,13.908,123.902,0.894,7
1,1,-74.075,-18.162,14.739,116.224,0.909,7
0.977,0.918,-74.242,-18.403,15.532,121.096,0.884,7
1,1,-72.591,-17.813,14.602,138.067,0.919,7
0.995,0.978,-72.87,-18.106,14.209,123.662,0.882,7
1,1,-75.288,-18.004,14.153,121.278,0.857,7
1,1,-74.914,-17.538,14.738,127.865,0.841,7
0.995,0.974,-74.404,-18.15,14.296,113.16,0.855,7
0.984,0.919,-75.269,-17.96,13.822,119.877,0.884,7
1,1,-72.818,-17.979,15.796,118.402,0.868,7
1,1,-74.624,-18.382,13.904,113.009,0.882,7
0.981,0.961,-72.466,-18.427,15.752,141.031,0.892,7
0.994,0.984,-73.143,-18.231,14.638,116.923,0.888,7
0.994,0.972,-74.617,-18.085,14.76,147.635,0.858,7
0.994,0.966,-75.001,-17.646,15.228,148.692,0.856,7
0.98,0.921,-74.79,-17.833,14.528,113.814,0.873,7
0.994,0.976,-71.956,-18.066,14.799,121.278,0.886,7
0.984,0.942,-73.722,-18.204,14.155,118.521,0.856,7
0.994,0.975,-73.982,-18.366,14.154,118.981,0.881,7
0.994,0.974,-74.269,-18.008,13.933,148.189,0.846,7
1,1,-70.73,-18.08,14.737,124.034,0.854,7
0.995,0.976,-73.402,-17.771,15.689,123.778,0.868,7
0.99,0.962,-72.084,-18.334,16.081,113.847,0.905,7
1,1,-73.498,-18.14,15.454,137.859,0.883,7
0.995,0.972,-72.879,-18.13,14.296,118.521,0.866,7
1,1,-75.376,-18.248,13.552,118.402,0.921,7
1,1,-72.987,-17.907,15.006,148.395,0.901,7
1,1,-75.346,-17.801,14.385,121.278,0.878,7
0.989,0.957,-73.403,-18.395,13.841,118.802,0.898,7
0.99,0.968,-77.088,-18.343,13.323,88.136,0.898,7
0.989,0.961,-72.132,-18.119,15.252,121.278,0.887,7
1,1,-73.775,-18,15.406,124.034,0.849,7
0.995,0.977,-73.405,-18.175,14.589,99.228,0.876,7
1,1,-71.977,-18.075,13.884,104.332,0.877,7
0.97,0.914,-72.504,-18.334,15.078,118.529,0.912,7
0.989,0.943,-73.855,-17.777,14.51,136.011,0.863,7
0.994,0.975,-72.601,-17.863,14.212,113.961,0.866,7
1,1,-74.677,-18.185,14.523,99.228,0.87,7
0.989,0.962,-72.89,-18.5,15.705,121.278,0.889,7
1,1,-74.009,-17.823,15.006,124.034,0.88,7
0.988,0.952,-73.611,-18.181,14.634,123.518,0.894,7
0.988,0.955,-69.909,-18.134,15.508,130.924,0.878,7
0.995,0.976,-73.087,-17.998,14.67,120.792,0.898,7
0.995,0.982,-72.2,-18.035,13.815,94.174,0.901,7
1,1,-69.864,-18.549,14.469,121.278,0.91,7
1,1,-72.634,-18.217,14.829,113.847,0.911,7
0.989,0.956,-69.255,-18.303,15.801,118.862,0.876,7
0.994,0.983,-72.493,-18.151,14.134,118.981,0.906,7
1,1,-66.797,-18.259,15.896,109.225,0.894,7
0.984,0.949,-66.608,-18.252,15.094,98.93,0.925,7
0.994,0.982,-71.411,-18.334,14.72,108.799,0.885,7
0.99,0.963,-75.056,-18.358,14.046,99.228,0.898,7
1,1,-69.254,-18.531,14.593,103.888,0.908,7
0.995,0.982,-73.499,-18.537,14.893,99.228,0.889,7
0.98,0.932,-72.074,-18.228,13.574,94.08,0.887,7
0.985,0.942,-72.387,-18.339,15.072,105.659,0.905,7
0.989,0.981,-71.762,-18.289,14.45,103.989,0.908,7
0.965,0.903,-70.035,-18.357,13.672,115.241,0.913,7
0.978,0.925,-68.517,-18.268,15.998,121.278,0.917,7
0.995,0.983,-68.567,-18.248,14.993,96.904,0.865,7
1,1,-70.766,-18.195,15.222,118.521,0.892,7
0.995,0.984,-72.662,-18.219,13.362,102.705,0.878,7
0.994,0.979,-69.597,-18.269,15.455,123.662,0.894,7
0.989,0.968,-71.364,-18.359,15.624,113.961,0.896,7
0.982,0.95,-72.602,-18.512,13.848,113.501,0.889,7
0.978,0.93,-73.706,-18.175,13.762,113.928,0.884,7
1,1,-69.242,-18.363,14.705,105.456,0.883,7
0.994,0.982,-71.027,-18.387,14.281,99.228,0.892,7
0.994,0.984,-72.98,-18.483,13.879,105.659,0.903,7
0.994,0.978,-72.114,-18.306,16.021,137.604,0.902,7
0.988,0.955,-72.376,-17.822,14.695,121.156,0.891,7
0.988,0.955,-70.261,-18.066,14.709,123.254,0.864,7
0.994,0.98,-71.571,-18.479,14.764,112.67,0.91,7
0.995,0.977,-67.978,-18.082,15.462,108.581,0.888,7
0.989,0.961,-72.934,-18.33,15.239,113.159,0.878,7
0.985,0.941,-74.915,-18.292,14.53,96.181,0.888,7
0.967,0.887,-71.729,-18.641,13.914,96.374,0.892,7
0.984,0.952,-71.479,-18.434,14.273,98.668,0.88,7
1,1,-72.513,-18.288,14.934,99.228,0.895,7
0.994,1,-67.807,-18.35,15.889,144.104,0.909,7
1,1,-71.023,-18.126,13.511,111.204,0.907,7
